ID,Year,Month,Day,Tsunami_Event,Earthquake_Event,Name,Location,Country,Latitude,Longitude,Elevation,Type,VEI,Agent,Deaths,Death_Description,Missing,Missing_Description,Injuries,Injuries_Description,Damage ,Damage_Description,Houses_Destroyed,Houses_Destroyed_Description,Total_Deaths,Total_Death_Description,Total_Missing,Total_Missing_Description,Total_Injuries,Total_Injuries_Description,Total_Damage,Total_Damage_Description,Total_Houses_Destroyed,Total_Houses_Destroyed_Description
748,2011,4,,,,Tungurahua,Ecuador,Ecuador,-1.467,-78.442,5023,Stratovolcano,4,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
749,2011,6,4,,,Puyehue,Chile-C,Chile,-40.59,-72.117,2236,Stratovolcano,4,,0,,0,,0,,0,2,0,0,0,0,0,0,0,0,0,2,0,
750,2011,6,22,,,Nabro,Africa-NE,Eritrea,13.37,41.7,2218,Stratovolcano,3,,31,1,0,,0,3,0,1,0,0,31,1,0,0,0,3,0,1,0,
751,2011,7,9,,,Katla,Iceland-S,Iceland,63.63,-19.05,1512,Subglacial volcano,,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
752,2011,7,17,,,Lokon-Empung,Sulawesi-Indonesia,Indonesia,1.358,124.792,1580,Stratovolcano,,,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
753,2011,12,27,,,Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.325,1715,Stratovolcano,3,m,4,1,0,,0,1,0,0,0,0,4,1,0,0,0,1,0,0,0,
754,2012,2,10,,,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,,,0,,0,,0,,0,2,0,0,0,0,0,0,0,0,0,2,0,
755,2012,3,2,,,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,,L,0,,0,,0,,0,1,1,1,0,0,0,0,0,0,0,0,0,
756,2012,12,12,,,Tolbachik,Kamchatka,Russia,55.83,160.33,3682,Shield volcano,,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
757,2013,2,12,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,,M,1,1,0,,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,
758,2013,2,,,,Paluweh,Lesser Sunda Is,Indonesia,-8.32,121.708,875,Stratovolcano,,,0,,0,,0,,0,1,0,1,0,0,0,0,0,0,0,1,0,1
759,2013,5,7,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,,,5,1,0,,8,1,0,0,0,0,5,1,0,0,8,1,0,0,0,
760,2013,8,10,,,Paluweh,Lesser Sunda Is,Indonesia,-8.32,121.708,875,Stratovolcano,3,,5,1,0,,0,,0,0,0,0,5,1,0,0,0,0,0,0,0,
761,2013,9,1,,,Ubinas,Peru,Peru,-16.355,-70.903,5672,Stratovolcano,,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
762,2013,9,4,,,Sakura-jima,Kyushu-Japan,Japan,31.58,130.67,1117,Stratovolcano,,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
763,2013,9,15,,,Sinabung,Sumatra,Indonesia,3.17,98.392,2460,Stratovolcano,2,,0,,0,,0,,0,2,0,0,0,0,0,0,0,0,0,2,0,
764,2013,12,13,,,Okataina,New Zealand,New Zealand,-38.12,176.5,1111,Lava dome,,G,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
765,2014,2,1,,,Sinabung,Sumatra,Indonesia,3.17,98.392,2460,Stratovolcano,,,17,1,0,,3,1,0,1,0,2,17,1,0,0,3,1,0,1,0,2
766,2014,2,13,,,Kelut,Java,Indonesia,-7.93,112.308,1731,Stratovolcano,,,7,1,0,,0,,0,3,4098,4,7,1,0,0,0,0,0,3,4098,4
767,2014,9,27,,,On-take,Honshu-Japan,Japan,35.9,137.48,3063,Complex volcano,3,,55,2,0,,70,2,0,0,0,0,55,2,0,0,70,2,0,0,0,
768,2014,11,10,,,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,,,0,,0,,0,,14.5,3,1,1,0,0,0,0,0,0,14.5,3,1,1
769,2014,11,23,,,Fogo,Cape Verde Is,Cape Verde,14.95,-24.35,2829,Stratovolcano,,,0,,0,,0,,0,2,230,3,0,0,0,0,0,0,0,2,230,3
770,2014,12,18,,,Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.325,1715,Stratovolcano,,,1,1,0,,4,1,0,0,0,0,1,1,0,0,4,1,0,0,0,
771,2015,2,20,,,Sinabung,Sumatra,Indonesia,3.17,98.392,2460,Stratovolcano,,,0,,0,,0,,0,1,0,1,0,0,0,0,0,0,0,1,0,1
772,2015,4,22,,,Calbuco,Chile-S,Chile,-41.326,-72.614,2003,Stratovolcano,,,0,,0,,0,,0,2,0,2,0,0,0,0,0,0,0,2,0,2
773,2015,5,7,,,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,,,0,,0,,0,,0,1,0,1,0,0,0,0,0,0,0,1,0,1
774,2015,7,31,,,Manam,New Guinea-NE of,Papua New Guinea,-4.1,145.061,1807,Stratovolcano,2,,0,,0,,2,1,0,1,0,0,0,0,0,0,2,1,0,1,0,
775,2015,10,16,,,Sinabung,Sumatra,Indonesia,3.17,98.392,2460,Stratovolcano,,M,1,1,0,,0,,0,1,0,0,1,1,0,0,0,0,0,1,0,
776,2015,10,,,,Okataina,New Zealand,New Zealand,-38.12,176.5,1111,Lava dome,,I,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
777,2016,5,9,,,Sinabung,Sumatra,Indonesia,3.17,98.392,2460,Stratovolcano,,,1,1,0,,4,1,0,1,3,1,1,1,0,0,4,1,0,1,0,
778,2016,5,21,,,Sinabung,Sumatra,Indonesia,3.17,98.392,2460,Stratovolcano,,,7,1,0,,3,1,100,4,0,0,7,1,0,0,3,1,100,4,0,
779,2016,6,9,,,Yellowstone,US-Wyoming,United States,44.43,-110.67,2805,Caldera,,,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
780,2016,9,27,,,Rinjani,Lesser Sunda Is,Indonesia,-8.42,116.47,3726,Stratovolcano,,,0,,44,1,0,,0,0,0,0,0,0,44,1,0,0,0,0,0,
781,2016,10,8,,,Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,,T,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
782,2017,3,15,,,Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,,P,0,,0,,10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,
783,2017,4,13,,,Sinabung,Sumatra,Indonesia,3.17,98.392,2460,Stratovolcano,2,P,0,,0,,0,,0,1,0,2,0,0,0,0,0,0,0,1,0,2
784,2017,6,6,,,Fuego,Guatemala,Guatemala,14.473,-90.88,3763,Stratovolcano,2,P,0,,0,,0,,0,2,0,0,0,0,0,0,0,0,0,2,0,
785,2017,7,1,,,Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,,,8,1,0,,11,1,0,0,0,0,8,1,0,0,11,1,0,0,0,
786,2017,9,12,,,Campi Flegrei,Italy,Italy,40.827,14.139,458,Caldera,,,3,1,0,,0,,0,0,0,0,3,1,0,0,0,0,0,0,0,
787,2017,9,23,,,Aoba,Vanuatu-SW Pacific,Vanuatu,-15.4,167.83,1496,Shield volcano,,T,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
788,2017,12,18,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,,A,8,1,0,,8,1,0,0,0,0,8,1,0,0,8,1,0,0,0,
789,2017,12,27,,,Sinabung,Sumatra,Indonesia,3.17,98.392,2460,Stratovolcano,,T,0,,0,,0,,0,2,0,0,0,0,0,0,0,0,0,2,0,
790,2018,1,5,,,Kadovar,New Guinea-NE of,Papua New Guinea,-3.62,144.62,365,Stratovolcano,,T,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
791,2018,1,13,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,,"T,P",0,,0,,1972,4,3.564,2,0,0,0,0,0,0,1972,4,3.564,2,0,
792,2018,1,23,,,Kusatsu-Shirane,Honshu-Japan,Japan,36.62,138.55,2176,Stratovolcano,,T,1,1,0,,11,1,0,1,0,0,1,1,0,0,11,1,0,1,0,
793,2018,2,1,,,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,1,G,1,1,0,,3,1,0,0,0,0,1,1,0,0,3,1,0,0,0,
794,2018,2,9,5676,,Kadovar,New Guinea-NE of,Papua New Guinea,-3.62,144.62,365,Stratovolcano,,W,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
795,2018,3,21,,,Ijen,Java,Indonesia,-8.058,114.242,2799,Stratovolcano,,G,0,,0,,30,1,0,0,0,0,0,0,0,0,30,1,0,0,0,
796,2018,3,30,,,Aoba,Vanuatu-SW Pacific,Vanuatu,-15.4,167.83,1496,Shield volcano,3,"T,G,M",4,1,0,,0,,0,2,0,1,4,1,0,0,0,0,0,2,0,1
797,2018,4,28,5678,10332,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,1,L,0,,0,,1,1,370,4,716,3,0,0,0,0,1,1,370,4,716,3
798,2018,6,3,,,Fuego,Guatemala,Guatemala,14.473,-90.88,3763,Stratovolcano,2,P,201,3,229,3,27,1,120,4,186,3,201,3,229,3,27,1,120,4,186,3
799,2018,7,16,,,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,,T,0,,0,,23,1,1,1,0,0,0,0,0,0,23,1,1,1,0,
800,2018,8,25,,,Manam,New Guinea-NE of,Papua New Guinea,-4.1,145.061,1807,Stratovolcano,4,"L,T",0,,0,,0,,0,3,164,3,0,0,0,0,0,0,0,3,164,3
801,2018,12,15,,10382,Ambrym,Vanuatu-SW Pacific,Vanuatu,-16.25,168.12,1334,Pyroclastic shield,2,"S,T,G",0,,0,,0,,0,2,0,1,0,0,0,0,0,0,0,2,0,1
802,2018,12,22,5699,,Krakatau,Indonesia,Indonesia,-6.102,105.423,813,Caldera,3,W,0,,0,,0,,0,0,0,0,437,3,10,1,31943,4,250,4,2844,4
803,2018,12,26,,10383,Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,2,S,0,,0,,0,,0,0,0,0,0,0,0,0,28,1,115,4,15,1
804,2019,1,7,,,Manam,New Guinea-NE of,Papua New Guinea,-4.1,145.061,1807,Stratovolcano,4,T,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
805,2019,5,7,,,Sinabung,Sumatra,Indonesia,3.17,98.392,2460,Stratovolcano,,T,0,,0,,0,,0,2,0,0,0,0,0,0,0,0,0,2,0,
806,2019,6,26,,,Ulawun,New Britain-SW Pac,Papua New Guinea,-5.05,151.33,2334,Stratovolcano,,"P,T",0,,0,,2,1,14,3,0,0,0,0,0,0,2,1,14,3,0,
807,2019,6,28,,,Manam,New Guinea-NE of,Papua New Guinea,-4.1,145.061,1807,Stratovolcano,4,"A,P,T",0,,0,,0,,0,2,0,0,0,0,0,0,0,0,0,2,0,
808,2019,7,3,,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,2,"P,T",1,1,0,,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,
809,2019,8,28,5716,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,2,W,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
810,2019,12,9,,,White Island,New Zealand,New Zealand,-37.52,177.18,321,Stratovolcano,2,T,22,1,0,,25,1,0,0,0,0,22,1,0,0,25,1,0,0,0,
811,2020,1,12,,,Taal,Luzon-Philippines,Philippines,14.002,120.993,400,Stratovolcano,,T,39,1,0,,0,,67,4,4573,4,39,1,0,0,0,0,67,4,4573,4
812,2020,5,29,5748,10501,Ijen,Java,Indonesia,-8.058,114.242,2799,Stratovolcano,,"G,W, S",1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
